   5.0000000e+00  -2.0000000e+01   1.2000000e+03
   6.0000000e+00  -2.0000000e+01   1.5600000e+03
   7.0000000e+00  -2.0000000e+01   1.1000000e+03
   8.0000000e+00  -2.0000000e+01   6.0000000e+02
   9.0000000e+00  -2.0000000e+01   7.0000000e+02
   1.0000000e+01  -2.0000000e+01   6.0000000e+02
   1.1000000e+01  -1.7000000e+02   2.0000000e+01
   1.2000000e+01  -1.7000000e+02   2.0000000e+01
   1.3000000e+01  -1.7000000e+02   2.0000000e+01
   1.4000000e+01  -7.0000000e+01   2.5000000e+02
   1.5000000e+01  -7.0000000e+01   2.5000000e+02
   1.6000000e+01  -7.0000000e+01   2.5000000e+02
   1.7000000e+01   1.2000000e+02   5.0000000e+02
   1.8000000e+01   2.0000000e+02   7.5000000e+02
   1.9000000e+01  -3.0000000e+01   4.0000000e+01
   2.0000000e+01  -2.5000000e+01   1.0000000e+03
   2.1000000e+01  -4.0000000e+02   5.0000000e+01
   2.2000000e+01  -1.0000000e+01   1.0000000e+01
   2.3000000e+01   1.0000000e+02   1.5000000e+03
   2.4000000e+01   2.0000000e+02   9.5000000e+02
   2.5000000e+01  -2.0000000e+02   9.0000000e+02
   2.6000000e+01  -2.5000000e+01   4.5000000e+01
   2.7000000e+01  -3.0000000e+01   3.5000000e+01
   2.8000000e+01  -3.0000000e+01   3.5000000e+01
   2.9000000e+01  -3.0000000e+01   3.5000000e+01
   3.0000000e+01  -4.0000000e+01   4.0000000e+01
   3.1000000e+01   0.0000000e+00   1.0500000e+02
   3.2000000e+01   0.0000000e+00   1.0500000e+02
   3.3000000e+01   0.0000000e+00   1.0500000e+02
   3.4000000e+01  -3.5000000e+01   3.0000000e+01
   3.5000000e+01   0.0000000e+00   3.5000000e+00
   3.6000000e+01   0.0000000e+00   6.0000000e+00
   3.7000000e+01  -3.5000000e+01   4.5000000e+01
   3.8000000e+01   0.0000000e+00   1.5000000e+01
   3.9000000e+01   0.0000000e+00   3.6000000e+02
   4.0000000e+01   0.0000000e+00   1.1000000e+02
   4.1000000e+01   0.0000000e+00   6.0000000e+01
   4.2000000e+01   0.0000000e+00   3.6000000e+02
   4.3000000e+01   0.0000000e+00   1.1000000e+02
   4.4000000e+01   0.0000000e+00   1.0000000e+02
   4.5000000e+01   0.0000000e+00   3.6000000e+02
   4.6000000e+01   0.0000000e+00   2.5000000e+01
   4.7000000e+01   0.0000000e+00   3.6000000e+02
   4.8000000e+01   9.4000000e+01   1.0800000e+02
   4.9000000e+01   9.4000000e+01   1.1000000e+02
   5.0000000e+01   9.4000000e+01   1.1000000e+02
   5.1000000e+01   9.4000000e+01   1.1000000e+02
   5.2000000e+01   0.0000000e+00   2.0000000e+01
