5,-20,1200
6,-20,1500
7,-20,1100
8,-20,600
9,-20,550
10,-20,550
11,-170,20
12,-170,20
13,-170,20
14,-50,250
15,-50,250
16,-50,250
17,150,500
18,200,750
19,-25,40
20,-20,900
21,-400,50
22,-10,10
23,150,1500
24,200,900
25,-100,800
26,-20,45
27,-25,37
28,-25,40
29,-25,37
30,-25,38
31,0,105
32,0,105
33,0,105
34,-25,25
35,0,3
36,0,6
37,-30,50
38,0,15
39,0,360
40,0,100
41,0,60
42,0,360
43,0,100
44,0,100
45,0,360
46,0,25
47,0,360
48,95,105
49,95,105
50,95,105
51,95,105
52,0,30
