  7.0000000e+000 -3.0000000e+001  4.0000000e+001
  8.0000000e+000  0.0000000e+000  1.0600000e+002
  9.0000000e+000  0.0000000e+000  8.0000000e+000
  1.0000000e+001  0.0000000e+000  3.6000000e+002
  1.1000000e+001  0.0000000e+000  1.6000000e+002
  1.2000000e+001  0.0000000e+000  2.5000000e+003
  1.3000000e+001 -3.0000000e+002  1.0000000e+003
  1.4000000e+001 -3.0000000e+001  3.0000000e+001
  1.5000000e+001 -3.0000000e+001  3.0000000e+001
  1.6000000e+001  0.0000000e+000  2.5000000e+002
  1.9000000e+001 -1.5000000e+001  3.0000000e+001
  2.0000000e+001 -1.5000000e+001  3.0000000e+001
  2.1000000e+001 -1.5000000e+001  3.0000000e+001
  2.2000000e+001 -1.5000000e+001  3.0000000e+001
  2.3000000e+001 -1.5000000e+001  3.0000000e+001
  2.4000000e+001 -1.5000000e+001  3.0000000e+001
  2.5000000e+001 -1.5000000e+001  3.0000000e+001
  2.6000000e+001 -1.5000000e+001  3.0000000e+001
  2.7000000e+001 -1.5000000e+001  3.0000000e+001
  2.8000000e+001 -1.5000000e+001  3.0000000e+001
  2.9000000e+001 -1.5000000e+001  3.0000000e+001
  3.0000000e+001 -1.5000000e+001  3.0000000e+001
  3.1000000e+001  0.0000000e+000  5.0000000e-001
  3.2000000e+001  0.0000000e+000  5.0000000e-001
  3.3000000e+001  0.0000000e+000  5.0000000e-001
  3.4000000e+001  0.0000000e+000  5.0000000e-001
  3.5000000e+001  0.0000000e+000  5.0000000e-001
  3.6000000e+001  0.0000000e+000  5.0000000e-001
  3.7000000e+001  0.0000000e+000  5.0000000e-001
  3.8000000e+001  0.0000000e+000  5.0000000e-001
  3.9000000e+001  0.0000000e+000  1.0000000e+000
  4.0000000e+001  0.0000000e+000  5.0000000e-001
