   1.0000000e+00  -4.1000000e+01   3.2000000e+01
   2.0000000e+00   0.0000000e+00   7.0000000e+00
   3.0000000e+00  -2.0000000e+02   8.0000000e+02
   4.0000000e+00  -2.0000000e+02   8.0000000e+02
   5.0000000e+00  -5.0000000e+02   8.5000000e+02
   6.0000000e+00  -1.0000000e+02   7.0000000e+02
   7.0000000e+00  -1.5000000e+01   1.2000000e+01
   8.0000000e+00  -1.0000000e+02   1.0000000e+02
   9.0000000e+00  -1.0000000e+02   1.0000000e+02
   1.0000000e+01  -1.0000000e+02   1.0000000e+02
   1.1000000e+01  -1.0000000e+03   1.0000000e+03
   1.2000000e+01   0.0000000e+00   3.6000000e+02
   1.3000000e+01   0.0000000e+00   3.6000000e+02
   1.4000000e+01   0.0000000e+00   3.6000000e+02
   1.5000000e+01   9.3000000e+01   1.0500000e+02
   1.6000000e+01  -3.0000000e+01   3.5000000e+01
   1.7000000e+01   3.5000000e+02   5.5000000e+02
   1.8000000e+01  -2.0000000e+00   4.0000000e+01
   1.9000000e+01  -2.0000000e+01   2.0000000e+01
   2.0000000e+01  -7.5000000e+00   7.5000000e+00
   2.1000000e+01  -3.0000000e-01   5.0000000e-01
   2.2000000e+01  -3.0000000e+01   4.2000000e+01
   2.3000000e+01   0.0000000e+00   5.0000000e+01
   2.4000000e+01   0.0000000e+00   5.0000000e+01
   2.5000000e+01   0.0000000e+00   5.0000000e+01
   2.6000000e+01   0.0000000e+00   1.0000000e+02
   2.7000000e+01   1.0000000e+01   6.0000000e+01
   2.8000000e+01   0.0000000e+00   1.0000000e+02
   2.9000000e+01   0.0000000e+00   1.2500000e+02
   3.0000000e+01   0.0000000e+00   1.3000000e+01
   3.1000000e+01   0.0000000e+00   2.0000000e+01
   3.2000000e+01  -2.0000000e-01   2.0000000e-01
   3.3000000e+01  -2.0000000e-01   2.0000000e-01
   3.4000000e+01   0.0000000e+00   1.7000000e+01
   3.5000000e+01   0.0000000e+00   2.5000000e+01
   3.6000000e+01   0.0000000e+00   2.5000000e+01
   3.7000000e+01   0.0000000e+00   3.6500000e+04
